wage_from,wage_to,employer,employee
2400.01,2420.00,158.00,134.00
2420.01,2440.00,159.00,135.00
2440.01,2460.00,160.00,136.00
2460.01,2480.00,162.00,137.00
2480.01,2500.00,163.00,138.00
2500.01,2520.00,164.00,139.00
2520.01,2540.00,166.00,140.00
2540.01,2560.00,167.00,141.00
2560.01,2580.00,168.00,142.00
2580.01,2600.00,169.00,143.00
2600.01,2620.00,171.00,145.00
2620.01,2640.00,172.00,146.00
2640.01,2660.00,173.00,147.00
2660.01,2680.00,175.00,148.00
2680.01,2700.00,176.00,149.00
2700.01,2720.00,177.00,150.00
2720.01,2740.00,179.00,151.00
2740.01,2760.00,180.00,152.00
2760.01,2780.00,181.00,153.00
2780.01,2800.00,182.00,154.00
2800.01,2820.00,184.00,156.00
2820.01,2840.00,185.00,157.00
2840.01,2860.00,186.00,158.00
2860.01,2880.00,188.00,159.00
2880.01,2900.00,189.00,160.00
2900.01,2920.00,190.00,161.00
2920.01,2940.00,192.00,162.00
2940.01,2960.00,193.00,163.00
2960.01,2980.00,194.00,164.00
2980.01,3000.00,195.00,165.00
3000.01,3020.00,197.00,167.00
3020.01,3040.00,198.00,168.00
3040.01,3060.00,199.00,169.00
3060.01,3080.00,201.00,170.00
3080.01,3100.00,202.00,171.00
3100.01,3120.00,203.00,172.00
3120.01,3140.00,205.00,173.00
3140.01,3160.00,206.00,174.00
3160.01,3180.00,207.00,175.00
3180.01,3200.00,208.00,176.00
3200.01,3220.00,210.00,178.00
3220.01,3240.00,211.00,179.00
3240.01,3260.00,212.00,180.00
3260.01,3280.00,214.00,181.00
3280.01,3300.00,215.00,182.00
3300.01,3320.00,216.00,183.00
3320.01,3340.00,218.00,184.00
3340.01,3360.00,219.00,185.00
3360.01,3380.00,220.00,186.00
3380.01,3400.00,221.00,187.00
3400.01,3420.00,223.00,189.00
3420.01,3440.00,224.00,190.00
3440.01,3460.00,225.00,191.00
3460.01,3480.00,227.00,192.00
3480.01,3500.00,228.00,193.00
3500.01,3520.00,229.00,194.00
3520.01,3540.00,231.00,195.00
3540.01,3560.00,232.00,196.00
3560.01,3580.00,233.00,197.00
3580.01,3600.00,234.00,198.00
3600.01,3620.00,236.00,200.00
3620.01,3640.00,237.00,201.00
3640.01,3660.00,238.00,202.00
3660.01,3680.00,240.00,203.00
3680.01,3700.00,241.00,204.00
3700.01,3720.00,242.00,205.00
3720.01,3740.00,244.00,206.00
3740.01,3760.00,245.00,207.00
3760.01,3780.00,246.00,208.00
3780.01,3800.00,247.00,209.00
3800.01,3820.00,249.00,211.00
3820.01,3840.00,250.00,212.00
3840.01,3860.00,251.00,213.00
3860.01,3880.00,253.00,214.00
3880.01,3900.00,254.00,215.00
3900.01,3920.00,255.00,216.00
3920.01,3940.00,257.00,217.00
3940.01,3960.00,258.00,218.00
3960.01,3980.00,259.00,219.00
3980.01,4000.00,260.00,220.00
4000.01,4020.00,262.00,222.00
4020.01,4040.00,263.00,223.00
4040.01,4060.00,264.00,224.00
4060.01,4080.00,266.00,225.00
4080.01,4100.00,267.00,226.00
4100.01,4120.00,268.00,227.00
4120.01,4140.00,270.00,228.00
4140.01,4160.00,271.00,229.00
4160.01,4180.00,272.00,230.00
4180.01,4200.00,273.00,231.00
4200.01,4220.00,275.00,233.00
4220.01,4240.00,276.00,234.00
4240.01,4260.00,277.00,235.00
4260.01,4280.00,279.00,236.00
4280.01,4300.00,280.00,237.00
4300.01,4320.00,281.00,238.00
4320.01,4340.00,283.00,239.00
4340.01,4360.00,284.00,240.00
4360.01,4380.00,285.00,241.00
4380.01,4400.00,286.00,242.00
4400.01,4420.00,288.00,244.00
4420.01,4440.00,289.00,245.00
4440.01,4460.00,290.00,246.00
4460.01,4480.00,292.00,247.00
4480.01,4500.00,293.00,248.00
4500.01,4520.00,294.00,249.00
4520.01,4540.00,296.00,250.00
4540.01,4560.00,297.00,251.00
4560.01,4580.00,298.00,252.00
4580.01,4600.00,299.00,253.00
4600.01,4620.00,301.00,255.00
4620.01,4640.00,302.00,256.00
4640.01,4660.00,303.00,257.00
4660.01,4680.00,305.00,258.00
4680.01,4700.00,306.00,259.00
4700.01,4720.00,307.00,260.00
4720.01,4740.00,309.00,261.00
4740.01,4760.00,310.00,262.00
4760.01,4780.00,311.00,263.00
4780.01,4800.00,312.00,264.00
4800.01,4820.00,314.00,266.00
4820.01,4840.00,315.00,267.00
4840.01,4860.00,316.00,268.00
4860.01,4880.00,318.00,269.00
4880.01,4900.00,319.00,270.00
4900.01,4920.00,320.00,271.00
4920.01,4940.00,322.00,272.00
4940.01,4960.00,323.00,273.00
4960.01,4980.00,324.00,274.00
4980.01,5000.00,325.00,275.00
5000.01,5100.00,306.00,281.00
5100.01,5200.00,312.00,286.00
5200.01,5300.00,318.00,292.00
5300.01,5400.00,324.00,297.00
5400.01,5500.00,330.00,303.00
5500.01,5600.00,336.00,308.00
5600.01,5700.00,342.00,314.00
5700.01,5800.00,348.00,319.00
5800.01,5900.00,354.00,325.00
5900.01,6000.00,360.00,330.00
6000.01,6100.00,366.00,336.00
6100.01,6200.00,372.00,341.00
6200.01,6300.00,378.00,347.00
6300.01,6400.00,384.00,352.00
6400.01,6500.00,390.00,358.00
6500.01,6600.00,396.00,363.00
6600.01,6700.00,402.00,369.00
6700.01,6800.00,408.00,374.00
6800.01,6900.00,414.00,380.00
6900.01,7000.00,420.00,385.00
7000.01,7100.00,426.00,391.00
7100.01,7200.00,432.00,396.00
7200.01,7300.00,438.00,402.00
7300.01,7400.00,444.00,407.00
7400.01,7500.00,450.00,413.00
7500.01,7600.00,456.00,418.00
7600.01,7700.00,462.00,424.00
7700.01,7800.00,468.00,429.00
7800.01,7900.00,474.00,435.00
7900.01,8000.00,480.00,440.00
8000.01,8100.00,486.00,446.00
8100.01,8200.00,492.00,451.00
8200.01,8300.00,498.00,457.00
8300.01,8400.00,504.00,462.00
8400.01,8500.00,510.00,468.00
8500.01,8600.00,516.00,473.00
8600.01,8700.00,522.00,479.00
8700.01,8800.00,528.00,484.00
8800.01,8900.00,534.00,490.00
8900.01,9000.00,540.00,495.00
9000.01,9100.00,546.00,501.00
9100.01,9200.00,552.00,506.00
9200.01,9300.00,558.00,512.00
9300.01,9400.00,564.00,517.00
9400.01,9500.00,570.00,523.00
9500.01,9600.00,576.00,528.00
9600.01,9700.00,582.00,534.00
9700.01,9800.00,588.00,539.00
9800.01,9900.00,594.00,545.00
9900.01,10000.00,600.00,550.00
10000.01,10100.00,606.00,556.00
10100.01,10200.00,612.00,561.00
10200.01,10300.00,618.00,567.00
10300.01,10400.00,624.00,572.00
10400.01,10500.00,630.00,578.00
10500.01,10600.00,636.00,583.00
10600.01,10700.00,642.00,589.00
10700.01,10800.00,648.00,594.00
10800.01,10900.00,654.00,600.00
10900.01,11000.00,660.00,605.00
11000.01,11100.00,666.00,611.00
11100.01,11200.00,672.00,616.00
11200.01,11300.00,678.00,622.00
11300.01,11400.00,684.00,627.00
11400.01,11500.00,690.00,633.00
11500.01,11600.00,696.00,638.00
11600.01,11700.00,702.00,644.00
11700.01,11800.00,708.00,649.00
11800.01,11900.00,714.00,655.00
11900.01,12000.00,720.00,660.00
12000.01,12100.00,726.00,666.00
12100.01,12200.00,732.00,671.00
12200.01,12300.00,738.00,677.00
12300.01,12400.00,744.00,682.00
12400.01,12500.00,750.00,688.00
12500.01,12600.00,756.00,693.00
12600.01,12700.00,762.00,699.00
12700.01,12800.00,768.00,704.00
12800.01,12900.00,774.00,710.00
12900.01,13000.00,780.00,715.00
13000.01,13100.00,786.00,721.00
13100.01,13200.00,792.00,726.00
13200.01,13300.00,798.00,732.00
13300.01,13400.00,804.00,737.00
13400.01,13500.00,810.00,743.00
13500.01,13600.00,816.00,748.00
13600.01,13700.00,822.00,754.00
13700.01,13800.00,828.00,759.00
13800.01,13900.00,834.00,765.00
13900.01,14000.00,840.00,770.00
14000.01,14100.00,846.00,776.00
14100.01,14200.00,852.00,781.00
14200.01,14300.00,858.00,787.00
14300.01,14400.00,864.00,792.00
14400.01,14500.00,870.00,798.00
14500.01,14600.00,876.00,803.00
14600.01,14700.00,882.00,809.00
14700.01,14800.00,888.00,814.00
14800.01,14900.00,894.00,820.00
14900.01,15000.00,900.00,825.00
15000.01,15100.00,906.00,831.00
15100.01,15200.00,912.00,836.00
15200.01,15300.00,918.00,842.00
15300.01,15400.00,924.00,847.00
15400.01,15500.00,930.00,853.00
15500.01,15600.00,936.00,858.00
15600.01,15700.00,942.00,864.00
15700.01,15800.00,948.00,869.00
15800.01,15900.00,954.00,875.00
15900.01,16000.00,960.00,880.00
16000.01,16100.00,966.00,886.00
16100.01,16200.00,972.00,891.00
16200.01,16300.00,978.00,897.00
16300.01,16400.00,984.00,902.00
16400.01,16500.00,990.00,908.00
16500.01,16600.00,996.00,913.00
16600.01,16700.00,1002.00,919.00
16700.01,16800.00,1008.00,924.00
16800.01,16900.00,1014.00,930.00
16900.01,17000.00,1020.00,935.00
17000.01,17100.00,1026.00,941.00
17100.01,17200.00,1032.00,946.00
17200.01,17300.00,1038.00,952.00
17300.01,17400.00,1044.00,957.00
17400.01,17500.00,1050.00,963.00
17500.01,17600.00,1056.00,968.00
17600.01,17700.00,1062.00,974.00
17700.01,17800.00,1068.00,979.00
17800.01,17900.00,1074.00,985.00
17900.01,18000.00,1080.00,990.00
18000.01,18100.00,1086.00,996.00
18100.01,18200.00,1092.00,1001.00
18200.01,18300.00,1098.00,1007.00
18300.01,18400.00,1104.00,1012.00
18400.01,18500.00,1110.00,1018.00
18500.01,18600.00,1116.00,1023.00
18600.01,18700.00,1122.00,1029.00
18700.01,18800.00,1128.00,1034.00
18800.01,18900.00,1134.00,1040.00
18900.01,19000.00,1140.00,1045.00
19000.01,19100.00,1146.00,1051.00
19100.01,19200.00,1152.00,1056.00
19200.01,19300.00,1158.00,1062.00
19300.01,19400.00,1164.00,1067.00
19400.01,19500.00,1170.00,1073.00
19500.01,19600.00,1176.00,1078.00
19600.01,19700.00,1182.00,1084.00
19700.01,19800.00,1188.00,1089.00
19800.01,19900.00,1194.00,1095.00
19900.01,20000.00,1200.00,1100.00
